timestamp,altitude,latitude,longitude,temperature,pressure,humidity,status
2026-08-15T12:03:45.529583,0.0,34.74,10.76,25.0,1013.0,60.0,A
2026-08-15T12:04:15.529625,150.0,34.73999,10.760012,24.025,995.1132220993968,59.106808302807266,A
2026-08-15T12:04:45.529655,300.0,34.739981,10.760023,23.05,977.4830502987329,58.2269131290801,A
2026-08-15T12:05:15.529677,450.0,34.739971,10.760035,22.075,960.1066586986059,57.36011653974582,A
2026-08-15T12:05:45.529701,600.0,34.739962,10.760046,21.1,942.9812430358148,56.50622354235735,A
2026-08-15T12:06:15.529727,750.0,34.739952,10.760058,20.125,926.1040205908117,55.66504204722818,A
2026-08-15T12:06:45.529751,900.0,34.739943,10.76007,19.15,909.4722300952407,54.836382824220365,A
2026-08-15T12:07:15.529775,1050.0,34.739933,10.760081,18.175,893.0831316395551,54.020059460175766,A
2026-08-15T12:07:45.529800,1200.0,34.739924,10.760093,17.2,876.9340065807166,53.215888316980994,A
2026-08-15T12:08:15.529838,1350.0,34.739914,10.760104,16.225,861.0221574499772,52.42368849025661,A
2026-08-15T12:08:45.529859,1500.0,34.739905,10.760116,15.25,845.3449078607392,51.64328176866135,A
2026-08-15T12:09:15.529879,1650.0,34.739895,10.760128,14.275,829.8996024165025,50.87449259380213,A
2026-08-15T12:09:45.529900,1800.0,34.739886,10.760139,13.3,814.6836066188896,50.11714802074085,A
2026-08-15T12:10:15.529925,1950.0,34.739876,10.760151,12.325000000000001,799.6943067757562,49.37107767908909,A
2026-08-15T12:10:45.529951,2100.0,34.739867,10.760162,11.350000000000001,784.9291099093819,48.6361137346821,A
2026-08-15T12:11:15.529977,2250.0,34.739857,10.760174,10.375,770.3854436647473,47.9120908518231,A
2026-08-15T12:11:45.530000,2400.0,34.739848,10.760186,9.4,756.0607562178892,47.1988461560899,A
2026-08-15T12:12:15.530019,2550.0,34.739838,10.760197,8.425,741.9525161843435,46.496219197694955,A
2026-08-15T12:12:45.530038,2700.0,34.739828,10.760209,7.449999999999999,728.0582125276702,45.80405191539105,A
2026-08-15T12:13:15.530062,2850.0,34.739819,10.76022,6.475000000000001,714.3753544680604,45.12218860091418,A
2026-08-15T12:13:45.530092,3000.0,34.739809,10.760232,5.5,700.9014713910323,44.45047586395583,A
2026-08-15T12:14:15.530115,3150.0,34.7398,10.760243,4.525000000000002,687.6341127562038,43.78876259765664,A
2026-08-15T12:14:45.530140,3300.0,34.73979,10.760255,3.5500000000000007,674.5708480061566,43.136899944613795,A
2026-08-15T12:15:15.530164,3450.0,34.739781,10.760267,2.5749999999999993,661.7092664753814,42.494741263394424,A
2026-08-15T12:15:45.530189,3600.0,34.739771,10.760278,1.6000000000000014,649.0469772993081,41.86214209554747,A
2026-08-15T12:16:15.530209,3750.0,34.739762,10.76029,0.625,636.5816093234229,41.23896013310671,A
2026-08-15T12:16:45.530229,3900.0,34.739752,10.760301,-0.34999999999999787,624.3108110124692,40.62505518657749,A
2026-08-15T12:17:15.530252,4050.0,34.739743,10.760313,-1.3249999999999993,612.2322503597343,40.020289153400036,A
2026-08-15T12:17:45.530274,4200.0,34.739733,10.760325,-2.299999999999997,600.3436147964214,39.42452598688221,A
2026-08-15T12:18:15.530297,4350.0,34.739724,10.760336,-3.2749999999999986,588.6426111011106,38.837631665594834,A
2026-08-15T12:18:45.530321,4500.0,34.739714,10.760348,-4.25,577.1269653093013,38.25947416322252,A
2026-08-15T12:19:15.530343,4650.0,34.739705,10.760359,-5.224999999999998,565.7944226230471,37.68992341886335,A
2026-08-15T12:19:45.530368,4800.0,34.739695,10.760371,-6.199999999999999,554.6427473206708,37.12885130777071,A
2026-08-15T12:20:15.530392,4950.0,34.739686,10.760383,-7.174999999999997,543.6697226665722,36.57613161253064,A
2026-08-15T12:20:45.530416,5100.0,34.739676,10.760394,-8.149999999999999,532.8731508211205,36.03163999466828,A
2026-08-15T12:21:15.530441,5250.0,34.739667,10.760406,-9.125,522.2508527506335,35.495253966677026,A
2026-08-15T12:21:45.530465,5400.0,34.739657,10.760417,-10.100000000000001,511.80066813744776,34.96685286446398,A
2026-08-15T12:22:15.530491,5550.0,34.739647,10.760429,-11.074999999999996,501.5204552900725,34.44631782020566,A
2026-08-15T12:22:45.530516,5700.0,34.739638,10.760441,-12.049999999999997,491.40809105343504,33.93353173560783,A
2026-08-15T12:23:15.530538,5850.0,34.739628,10.760452,-13.024999999999999,481.46147071921365,33.42837925556331,A
2026-08-15T12:23:45.530559,6000.0,34.739619,10.760464,-14.0,471.67850793625865,32.930746742202,A
2026-08-15T12:24:15.530580,6150.0,34.739609,10.760475,-14.975000000000001,462.0571346211046,32.44052224932714,A
2026-08-15T12:24:45.530606,6300.0,34.7396,10.760487,-15.949999999999996,452.59530086856824,31.957595497232216,A
2026-08-15T12:25:15.530633,6450.0,34.73959,10.760499,-16.924999999999997,443.29097486243916,31.48185784789269,A
2026-08-15T12:25:45.530667,6600.0,34.739581,10.76051,-17.9,434.1421427862592,31.01320228052703,A
2026-08-15T12:26:15.530692,6750.0,34.739571,10.760522,-18.875,425.1468087341914,30.551523367521607,A
2026-08-15T12:26:45.530717,6900.0,34.739562,10.760533,-19.85,416.3029946219806,30.096717250713937,A
2026-08-15T12:27:15.530743,7050.0,34.739552,10.760545,-20.824999999999996,407.6087400980028,29.648681618029023,A
2026-08-15T12:27:45.530769,7200.0,34.739543,10.760557,-21.799999999999997,399.0621024544068,29.207315680463452,A
2026-08-15T12:28:15.530797,7350.0,34.739533,10.760568,-22.775,390.6611565383469,28.772520149412166,A
2026-08-15T12:28:45.530868,7500.0,34.739524,10.76058,-23.75,382.40399466330615,28.34419721433274,A
2026-08-15T12:29:15.530894,7650.0,34.739514,10.760591,-24.724999999999994,374.2887265205134,27.92225052074215,A
2026-08-15T12:29:45.530917,7800.0,34.739505,10.760603,-25.699999999999996,366.31347909044763,27.50658514854111,A
2026-08-15T12:30:15.530944,7950.0,34.739495,10.760615,-26.674999999999997,358.47639655444164,27.097107590661082,A
2026-08-15T12:30:45.530970,8100.0,34.739485,10.760626,-27.65,350.7756402063713,26.693725732029137,A
2026-08-15T12:31:15.530992,8250.0,34.739476,10.760638,-28.625,343.20938836444174,26.296348828845996,A
2026-08-15T12:31:45.531015,8400.0,34.739466,10.760649,-29.599999999999994,335.7758362830666,25.904887488172513,A
2026-08-15T12:32:15.531039,8550.0,34.739457,10.760661,-30.574999999999996,328.4731960648367,25.51925364782005,A
2026-08-15T12:32:45.531063,8700.0,34.739447,10.760673,-31.549999999999997,321.29969657258897,25.139360556540247,A
2026-08-15T12:33:15.531087,8850.0,34.739438,10.760684,-32.525,314.2535833415627,24.765122754509644,A
2026-08-15T12:33:45.531108,9000.0,34.739428,10.760696,-33.5,307.33311849165443,24.39645605410486,A
2026-08-15T12:34:15.531130,9150.0,34.739419,10.760707,-34.474999999999994,300.5365806397663,24.033277520963964,A
2026-08-15T12:34:45.531154,9300.0,34.739409,10.760719,-35.449999999999996,293.862264812247,23.675505455329734,A
2026-08-15T12:35:15.531176,9450.0,34.7394,10.76073,-36.425,287.3084823574326,23.32305937367071,A
2026-08-15T12:35:45.531190,9600.0,34.73939,10.760742,-37.4,280.8735608582776,22.975859990575778,A
2026-08-15T12:36:15.531203,9750.0,34.739381,10.760754,-38.375,274.5558440450854,22.63382920091836,A
2026-08-15T12:36:45.531216,9900.0,34.739371,10.760765,-39.349999999999994,268.3536917083334,22.29689006228605,A
2026-08-15T12:37:15.531229,10050.0,34.739362,10.760777,-40.325,262.26547961159423,21.964966777671833,A
2026-08-15T12:37:45.531243,10200.0,34.739352,10.760788,-41.3,256.28959940455513,21.63798467842299,A
2026-08-15T12:38:15.531256,10350.0,34.739343,10.7608,-42.27499999999999,250.42445853613202,21.315870207443805,A
2026-08-15T12:38:45.531269,10500.0,34.739333,10.760812,-43.25,244.6684801676829,20.998550902648358,A
2026-08-15T12:39:15.531282,10650.0,34.739324,10.760823,-44.224999999999994,239.02010308631796,20.685955380659617,A
2026-08-15T12:39:45.531296,10800.0,34.739314,10.760835,-45.2,233.47778161830763,20.378013320751204,A
2026-08-15T12:40:15.531309,10950.0,34.739304,10.760846,-46.175,228.03998554258976,20.074655449028242,A
2026-08-15T12:40:45.531322,11100.0,34.739295,10.760858,-47.14999999999999,222.77865314578878,19.775813522843627,A
2026-08-15T12:41:15.531337,11250.0,34.739285,10.76087,-48.125,217.57026130249747,19.481420315446368,A
2026-08-15T12:41:45.531351,11400.0,34.739276,10.760881,-49.099999999999994,212.48363761432427,19.191409600858396,A
2026-08-15T12:42:15.531428,11550.0,34.739266,10.760893,-50.075,207.51593523639903,18.905716138976533,A
2026-08-15T12:42:45.531444,11700.0,34.739257,10.760904,-51.05,202.6643738808731,18.62427566089626,A
2026-08-15T12:43:15.531458,11850.0,34.739247,10.760916,-52.02499999999999,197.92623826086773,18.347024854453903,A
2026-08-15T12:43:45.531472,12000.0,34.739238,10.760928,-53.0,193.2988765708021,18.073901349984123,A
2026-08-15T12:44:15.531485,12150.0,34.739228,10.760939,-53.974999999999994,188.7796990022498,17.804843706289347,A
2026-08-15T12:44:45.531498,12300.0,34.739219,10.760951,-54.95,184.3661762944935,17.539791396818153,A
2026-08-15T12:45:15.531511,12450.0,34.739209,10.760962,-55.925,180.05583831896647,17.27868479604931,A
2026-08-15T12:45:45.531525,12600.0,34.7392,10.760974,-56.89999999999999,175.84627269678913,17.021465166078617,A
2026-08-15T12:46:15.531539,12750.0,34.73919,10.760986,-57.875,171.73512344862584,16.76807464340534,A
2026-08-15T12:46:45.531552,12900.0,34.739181,10.760997,-58.849999999999994,167.72008967610768,16.518456225915376,A
2026-08-15T12:47:15.531565,13050.0,34.739171,10.761009,-59.825,163.79892427408208,16.272553760058226,A
2026-08-15T12:47:45.531578,13200.0,34.739162,10.76102,-60.8,159.9694326729693,16.030311928214783,A
2026-08-15T12:48:15.531591,13350.0,34.739152,10.761032,-61.77499999999999,156.2294716105214,15.791676236253267,A
2026-08-15T12:48:45.531605,13500.0,34.739142,10.761044,-62.75,152.57694793229692,15.55659300127031,A
2026-08-15T12:49:15.531618,13650.0,34.739133,10.761055,-63.724999999999994,149.00981742017908,15.325009339514626,A
2026-08-15T12:49:45.531632,13800.0,34.739123,10.761067,-64.7,145.52608364828262,15.096873154490368,A
2026-08-15T12:50:15.531645,13950.0,34.739114,10.761078,-65.675,142.12379686560857,14.872133125237655,A
2026-08-15T12:50:45.531658,14100.0,34.739104,10.76109,-66.64999999999999,138.80105290482157,14.650738694787536,A
2026-08-15T12:51:15.531672,14250.0,34.739095,10.761102,-67.625,135.5559921165394,14.432640058788792,A
2026-08-15T12:51:45.531685,14400.0,34.739085,10.761113,-68.6,132.38679832853757,14.217788154304102,A
2026-08-15T12:52:15.531698,14550.0,34.739076,10.761125,-69.57499999999999,129.29169782928741,14.00613464877294,A
2026-08-15T12:52:45.531712,14700.0,34.739066,10.761136,-70.55,126.26895837525782,13.797631929138818,A
2026-08-15T12:53:15.531725,14850.0,34.739057,10.761148,-71.52499999999999,123.31688822142578,13.592233091138347,A
2026-08-15T12:53:45.531738,15000.0,34.739047,10.761159,-72.5,120.43383517445264,13.389891928749798,A
2026-08-15T12:54:15.531751,15150.0,34.739038,10.761171,-73.475,117.61818566799646,13.190562923798678,A
2026-08-15T12:54:45.531764,15300.0,34.739028,10.761183,-74.44999999999999,114.86836385964294,12.994201235718089,A
2026-08-15T12:55:15.531778,15450.0,34.739019,10.761194,-75.425,112.18283074894913,12.800762691461507,A
2026-08-15T12:55:45.531791,15600.0,34.739009,10.761206,-76.39999999999999,109.56008331610694,12.610203775565706,A
2026-08-15T12:56:15.531805,15750.0,34.739,10.761217,-77.375,106.99865368074371,12.422481620361646,A
2026-08-15T12:56:45.531835,15900.0,34.73899,10.761229,-78.35,104.49710828038958,12.237553996331037,A
2026-08-15T12:57:15.531856,16050.0,34.738981,10.761241,-79.32499999999999,102.05404706815152,12.055379302606529,A
2026-08-15T12:57:45.531882,16200.0,34.738971,10.761252,-80.3,99.66810272914529,11.87591655761324,A
2026-08-15T12:58:15.531906,16350.0,34.738961,10.761264,-81.27499999999999,97.33793991524637,11.699125389849677,A
2026-08-15T12:58:45.531921,16500.0,34.738952,10.761275,-82.25,95.06225449773206,11.524966028805837,A
2026-08-15T12:59:15.531934,16650.0,34.738942,10.761287,-83.225,92.83977283739605,11.35339929601654,A
2026-08-15T12:59:45.531947,16800.0,34.738933,10.761299,-84.19999999999999,90.66925107172727,11.184386596247947,A
2026-08-15T13:00:15.532263,16950.0,34.738923,10.76131,-85.175,88.5494744187538,11.017889908815238,A
2026-08-15T13:00:45.532278,17100.0,34.738914,10.761322,-86.14999999999999,86.47925649716257,10.853871779029618,A
2026-08-15T13:01:15.532292,17250.0,34.738904,10.761333,-87.125,84.4574386623139,10.692295309772554,A
2026-08-15T13:01:45.532306,17400.0,34.738895,10.761345,-88.1,82.48288935777975,10.533124153195526,A
2026-08-15T13:02:15.532319,17550.0,34.738885,10.761357,-89.07499999999999,80.55450348204225,10.376322502543287,A
2026-08-15T13:02:45.532333,17700.0,34.738876,10.761368,-90.05,78.67120176999855,10.221855084098856,A
2026-08-15T13:03:15.532345,17850.0,34.738866,10.76138,-91.02499999999999,76.8319301889255,10.06968714924845,A
2026-08-15T13:03:45.532361,18000.0,34.738857,10.761391,-92.0,75.03565934856606,9.919784466664497,A
2026-08-15T13:04:15.532374,18150.0,34.738847,10.761403,-92.975,73.28138392500783,9.772113314605061,A
2026-08-15T13:04:45.532387,18300.0,34.738838,10.761415,-93.94999999999999,71.56812209803047,9.626640473327864,A
2026-08-15T13:05:15.532401,18450.0,34.738828,10.761426,-94.925,69.89491500160763,9.483333217617265,A
2026-08-15T13:05:45.532413,18600.0,34.738819,10.761438,-95.89999999999999,68.26082618725572,9.342159309422467,A
2026-08-15T13:06:15.532427,18750.0,34.738809,10.761449,-96.875,66.66494109992931,9.203086990605337,A
2026-08-15T13:06:45.532440,18900.0,34.738799,10.761461,-97.85,65.10636656616936,9.066084975796151,A
2026-08-15T13:07:15.532453,19050.0,34.73879,10.761473,-98.82499999999999,63.58423029421846,8.931122445355735,A
2026-08-15T13:07:45.532467,19200.0,34.73878,10.761484,-99.8,62.09768038582289,8.798169038442348,A
2026-08-15T13:08:15.532480,19350.0,34.738771,10.761496,-100.77499999999999,60.64588485944821,8.667194846181763,A
2026-08-15T13:08:45.532493,19500.0,34.738761,10.761507,-101.75,59.22803118464199,8.538170404939079,A
2026-08-15T13:09:15.532506,19650.0,34.738752,10.761519,-102.725,57.84332582728256,8.411066689690607,A
2026-08-15T13:09:45.532519,19800.0,34.738742,10.761531,-103.69999999999999,56.49099380545951,8.285855107494505,A
2026-08-15T13:10:15.532533,19950.0,34.738733,10.761542,-104.67499999999998,55.170278255737465,8.16250749105857,A
2026-08-15T13:10:45.532547,20100.0,34.738723,10.761554,-105.65,53.88044000956022,8.040996092403791,A
2026-08-15T13:11:15.532560,20250.0,34.738714,10.761565,-106.625,52.620757179558126,7.921293576622218,A
2026-08-15T13:11:45.532573,20400.0,34.738704,10.761577,-107.6,51.39052475552749,7.803373015727799,A
2026-08-15T13:12:15.532586,20550.0,34.738695,10.761588,-108.57499999999999,50.18905420985546,7.6872078825987,A
2026-08-15T13:12:45.532599,20700.0,34.738685,10.7616,-109.54999999999998,49.0156731121699,7.572772045009842,A
2026-08-15T13:13:15.532613,20850.0,34.738676,10.761612,-110.525,47.869724752998366,7.460039759754239,A
2026-08-15T13:13:45.532626,21000.0,34.738666,10.761623,-111.5,46.75056777622576,7.3489856668519025,A
2026-08-15T13:14:15.532639,21150.0,34.738657,10.761635,-112.475,45.657575820144636,7.239584783844893,A
2026-08-15T13:14:45.532652,21300.0,34.738647,10.761646,-113.44999999999999,44.590137166897755,7.131812500177343,A
2026-08-15T13:15:15.532666,21450.0,34.738637,10.761658,-114.42499999999998,43.5476544001161,7.025644571659113,A
2026-08-15T13:15:45.532679,21600.0,34.738628,10.76167,-115.4,42.52954407056129,6.921057115011894,A
2026-08-15T13:16:15.532697,21750.0,34.738618,10.761681,-116.375,41.535236369584894,6.818026602496474,A
2026-08-15T13:16:45.532710,21900.0,34.738609,10.761693,-117.35,40.56417481022196,6.7165298566199905,A
2026-08-15T13:17:15.532723,22050.0,34.738599,10.761704,-118.32499999999999,39.61581591574052,6.616544044921988,A
2026-08-15T13:17:45.532736,22200.0,34.73859,10.761716,-119.29999999999998,38.68962891547239,6.518046674838081,A
2026-08-15T13:18:15.532750,22350.0,34.73858,10.761728,-120.275,37.785095447755246,6.421015588640082,A
2026-08-15T13:18:45.532763,22500.0,34.738571,10.761739,-121.25,36.90170926981977,6.3254289584514405,A
2026-08-15T13:19:15.532776,22650.0,34.738561,10.761751,-122.225,36.038975974459284,6.231265281336918,A
2026-08-15T13:19:45.532789,22800.0,34.738552,10.761762,-123.19999999999999,35.19641271332353,6.138503374465329,A
2026-08-15T13:20:15.532850,22950.0,34.738542,10.761774,-124.17499999999998,34.37354792668159,6.047122370344296,A
